productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extNumber,extRarity,extCardType,extHP,extStage,extCardText,extAttack1,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extAttack2,extWeakness,extResistance,extRetreatCost,extAttack3
90285,Vaporeon,Vaporeon,https://tcgplayer-cdn.tcgplayer.com/product/90285_200w.jpg,3,1367,https://cpt.tcgcsv.com/K7L,2023-11-07T21:52:09.433,1,34/111,Rare,Water,90,Stage 1,"Undevelop - Once during your turn (before your attack), you may devolve Vaporeon and put Vaporeon into your hand.  This power can't be used if Vaporeon is affected by a Special Condition.  (Poke-POWER)",[1] Muddy Water (20) Does 10 damage to 1 of your opponent's Benched Pokemon.  (Don't apply Weakness and Resistance for Benched Pokemon.),10.0,22.59,4321.0,14.26,,Reverse Holofoil,"[1W] Evolving Aqua - Choose 1 of your opponent's Pokemon that has any damage counters on it.  This attack does 40 damage to that Pokemon.  (Don't apply Weakness and Resistance for Benched Pokemon.)  If Vaporeon evolved from Eevee during this turn, this attack does 60 damage instead.",L+20,,2,
90331,Vespiquen E4,Vespiquen E4,https://tcgplayer-cdn.tcgplayer.com/product/90331_200w.jpg,3,1367,https://cpt.tcgcsv.com/F8L,2023-11-07T21:52:16.69,1,35/111,Rare,Grass,80,Basic,"Royal Gain - When you attach a G Energy card from your hand to Vespiquen E4, remove 1 damage counter from Vespiquen E4.  (Poke-BODY)",[3] Leaf Needle (30+) Flip a coin for each G Energy attached to Vespiquen E4.  This attack does 30 damage plus 20 more damage for each heads.,0.55,0.96,5.0,1.0,,Normal,,Lx2,F-20,1,
90331,Vespiquen E4,Vespiquen E4,https://tcgplayer-cdn.tcgplayer.com/product/90331_200w.jpg,3,1367,https://cpt.tcgcsv.com/F8L,2023-11-07T21:52:16.69,1,35/111,Rare,Grass,80,Basic,"Royal Gain - When you attach a G Energy card from your hand to Vespiquen E4, remove 1 damage counter from Vespiquen E4.  (Poke-BODY)",[3] Leaf Needle (30+) Flip a coin for each G Energy attached to Vespiquen E4.  This attack does 30 damage plus 20 more damage for each heads.,1.59,3.0,8.45,1.56,,Reverse Holofoil,,Lx2,F-20,1,
90338,Vibrava,Vibrava,https://tcgplayer-cdn.tcgplayer.com/product/90338_200w.jpg,3,1367,https://cpt.tcgcsv.com/N8L,2023-11-07T21:54:54.733,1,53/111,Uncommon,Colorless,70,Stage 1,,"[1] Energy Typhoon (20x) Does 20 damage times the number of energy cards in your opponent's discard pile.  Then, put those Energy cards on top of your opponent's deck.  Your opponent shuffles his or her deck afterward.",0.24,0.38,1.83,0.4,0.5,Normal,"[2] Quick Attack (20+) Flip a coin.  If heads, this attack does 20 damage plus 20 more damage.",C+20,L-20,1,
90338,Vibrava,Vibrava,https://tcgplayer-cdn.tcgplayer.com/product/90338_200w.jpg,3,1367,https://cpt.tcgcsv.com/N8L,2023-11-07T21:54:54.733,1,53/111,Uncommon,Colorless,70,Stage 1,,"[1] Energy Typhoon (20x) Does 20 damage times the number of energy cards in your opponent's discard pile.  Then, put those Energy cards on top of your opponent's deck.  Your opponent shuffles his or her deck afterward.",0.45,1.32,2.44,0.97,,Reverse Holofoil,"[2] Quick Attack (20+) Flip a coin.  If heads, this attack does 20 damage plus 20 more damage.",C+20,L-20,1,
90406,Volkner's Philosophy,Volkners Philosophy,https://tcgplayer-cdn.tcgplayer.com/product/90406_200w.jpg,3,1367,https://cpt.tcgcsv.com/8bL,2025-11-11T22:34:24.287,1,98/111,Uncommon,Supporter,0,Supporter,"You can play only one Supporter each turn.  When you play this card, put it next to your Active Pokemon.  When your turn ends, discard this card.","You may discard a card from your hand.  Then, draw cards until you have 6 cards in your hand.  (If you can't draw any cards, you can't play this card.)",0.1,0.32,2.33,0.35,0.19,Normal,,,,,
90406,Volkner's Philosophy,Volkners Philosophy,https://tcgplayer-cdn.tcgplayer.com/product/90406_200w.jpg,3,1367,https://cpt.tcgcsv.com/8bL,2025-11-11T22:34:24.287,1,98/111,Uncommon,Supporter,0,Supporter,"You can play only one Supporter each turn.  When you play this card, put it next to your Active Pokemon.  When your turn ends, discard this card.","You may discard a card from your hand.  Then, draw cards until you have 6 cards in your hand.  (If you can't draw any cards, you can't play this card.)",0.65,1.42,3.49,0.74,,Reverse Holofoil,,,,,
90468,Walrein,Walrein,https://tcgplayer-cdn.tcgplayer.com/product/90468_200w.jpg,3,1367,https://cpt.tcgcsv.com/ncL,2023-11-07T21:52:25.373,1,36/111,Rare,Water,140,Stage 2,"Gather Ice - Once during your turn (before your attack), when you play Walrein from your hand to evolve 1 of your Pokemon, you may attach as many W Energy cards from your hand to Walrein as you like.  (Poke-POWER)",[2WW] Cold Crush (70) Discard an Energy card attached to Walrein and then discard an Energy card attached to the Defending Pokemon.,0.5,1.25,29.97,1.55,,Normal,,M+30,,4,
90468,Walrein,Walrein,https://tcgplayer-cdn.tcgplayer.com/product/90468_200w.jpg,3,1367,https://cpt.tcgcsv.com/ncL,2023-11-07T21:52:25.373,1,36/111,Rare,Water,140,Stage 2,"Gather Ice - Once during your turn (before your attack), when you play Walrein from your hand to evolve 1 of your Pokemon, you may attach as many W Energy cards from your hand to Walrein as you like.  (Poke-POWER)",[2WW] Cold Crush (70) Discard an Energy card attached to Walrein and then discard an Energy card attached to the Defending Pokemon.,0.82,1.8,2.99,2.69,,Reverse Holofoil,,M+30,,4,
90494,Wash Rotom,Wash Rotom,https://tcgplayer-cdn.tcgplayer.com/product/90494_200w.jpg,3,1367,https://cpt.tcgcsv.com/VcL,2019-09-04T15:10:50.46,1,RT5,Ultra Rare,Lightning,90,Basic,"Wash Shift - Once during your turn (before your attack), you may use this power.  Wash Rotom's type is W until the end of your turn.  (Poke-POWER)",[1] Cleanse Away - Remove 3 damage counters from each of your Benched Pokemon.,32.41,51.9,99.99,41.59,,Reverse Holofoil,"[1W] Drain Wash (30) Flip a coin until you get tails.  For each heads, choose 1 card from your opponent's hand without looking and discard it.",D+20,C-20,2,
90545,Weedle,Weedle,https://tcgplayer-cdn.tcgplayer.com/product/90545_200w.jpg,3,1367,https://cpt.tcgcsv.com/WdL,2023-11-07T21:59:28.26,1,86/111,Common,Grass,60,Basic,,"[0] Rescue String - Search your discard pile for up to 5 Pokemon, show them to your opponent, and shuffle them into your deck.",0.05,0.25,5.0,0.24,,Normal,"[G] Needling Sting (10+) Flip a coin.  If heads, this attack does 10 damage plus 10 more damage.",R+10,,1,
90545,Weedle,Weedle,https://tcgplayer-cdn.tcgplayer.com/product/90545_200w.jpg,3,1367,https://cpt.tcgcsv.com/WdL,2023-11-07T21:59:28.26,1,86/111,Common,Grass,60,Basic,,"[0] Rescue String - Search your discard pile for up to 5 Pokemon, show them to your opponent, and shuffle them into your deck.",0.79,1.45,3.59,1.08,,Reverse Holofoil,"[G] Needling Sting (10+) Flip a coin.  If heads, this attack does 10 damage plus 10 more damage.",R+10,,1,
90563,Weezing,Weezing,https://tcgplayer-cdn.tcgplayer.com/product/90563_200w.jpg,3,1367,https://cpt.tcgcsv.com/hfL,2023-11-07T21:59:37.073,1,87/111,Common,Psychic,80,Stage 1,"Camouflage Gas - If Weezing is Confused and is Knocked Out, your opponent can't take a Prize card.  (Poke-BODY)",[1] Damage Breakdown - Count the number of damage counters on Weezing.  Put that many damage counters on the Defending Pokemon and Weezing is now Confused.,0.13,0.3,5.0,0.29,,Normal,[P] Smog (20) The Defending Pokemon is now Poisoned.,P+20,,2,
90563,Weezing,Weezing,https://tcgplayer-cdn.tcgplayer.com/product/90563_200w.jpg,3,1367,https://cpt.tcgcsv.com/hfL,2023-11-07T21:59:37.073,1,87/111,Common,Psychic,80,Stage 1,"Camouflage Gas - If Weezing is Confused and is Knocked Out, your opponent can't take a Prize card.  (Poke-BODY)",[1] Damage Breakdown - Count the number of damage counters on Weezing.  Put that many damage counters on the Defending Pokemon and Weezing is now Confused.,1.0,1.46,3.99,1.61,,Reverse Holofoil,[P] Smog (20) The Defending Pokemon is now Poisoned.,P+20,,2,
90578,Whiscash E4,Whiscash E4,https://tcgplayer-cdn.tcgplayer.com/product/90578_200w.jpg,3,1367,https://cpt.tcgcsv.com/BfL,2025-11-11T22:35:06.05,1,54/111,Uncommon,Fighting,80,Basic,,[1] Sleep Pulse (10) The Defending Pokemon is now Asleep.,0.17,0.35,1.0,0.4,0.49,Normal,[2F] Earthquake (60) Does 10 damage to each of your Benched Pokemon.  (Don't apply Weakness and Resistance for Benched Pokemon.),Gx2,L-20,1,
90578,Whiscash E4,Whiscash E4,https://tcgplayer-cdn.tcgplayer.com/product/90578_200w.jpg,3,1367,https://cpt.tcgcsv.com/BfL,2025-11-11T22:35:06.05,1,54/111,Uncommon,Fighting,80,Basic,,[1] Sleep Pulse (10) The Defending Pokemon is now Asleep.,0.65,1.33,5.0,1.54,,Reverse Holofoil,[2F] Earthquake (60) Does 10 damage to each of your Benched Pokemon.  (Don't apply Weakness and Resistance for Benched Pokemon.),Gx2,L-20,1,
90696,Yanmega E4,Yanmega E4,https://tcgplayer-cdn.tcgplayer.com/product/90696_200w.jpg,3,1367,https://cpt.tcgcsv.com/XhL,2023-11-07T21:52:31.707,1,37/111,Rare,Grass,90,Basic,,[1] Skill Dive - Choose 1 of your opponent's Pokemon.  This attack does 10 damage to that Pokemon.  (Don't apply Weakness and Resistance for Benched Pokemon.),0.63,0.89,5.0,0.85,,Normal,[2G] Whirlwind (50) Your opponent switches the Defending Pokemon with 1 of his or her Benched Pokemon.,Lx2,F-20,1,
90696,Yanmega E4,Yanmega E4,https://tcgplayer-cdn.tcgplayer.com/product/90696_200w.jpg,3,1367,https://cpt.tcgcsv.com/XhL,2023-11-07T21:52:31.707,1,37/111,Rare,Grass,90,Basic,,[1] Skill Dive - Choose 1 of your opponent's Pokemon.  This attack does 10 damage to that Pokemon.  (Don't apply Weakness and Resistance for Benched Pokemon.),2.0,3.55,15.0,2.08,,Reverse Holofoil,[2G] Whirlwind (50) Your opponent switches the Defending Pokemon with 1 of his or her Benched Pokemon.,Lx2,F-20,1,
98542,Rising Rivals Booster Pack,Rising Rivals Booster Pack,https://tcgplayer-cdn.tcgplayer.com/product/98542_200w.jpg,3,1367,https://cpt.tcgcsv.com/SqP,2017-07-22T17:02:37.04,1,,,,,,,,,,,,,,,,,,
98543,Rising Rivals Booster Box,Rising Rivals Booster Box,https://tcgplayer-cdn.tcgplayer.com/product/98543_200w.jpg,3,1367,https://cpt.tcgcsv.com/TqP,2015-05-06T13:48:05.027,1,,,,,,,,,,,,,,,,,,
